order_id,order_date,customer_id,store_id,region,order_amount,order_status
4844,2025-01-23,C956,S487,,-100.0,approved
4845,2025-10-31,C2132,S533,North,4907.0,PENDING
4846,2025-11-10,C2462,S44,West,4822.0,Pending
4847,2025-05-02,C2335,S128,West,-100.0,Cancelled
4848,2025-09-06,C1345,S53,North,4442.0,approved
4849,2025-09-15,C1670,S596,West,-100.0,Approved
4850,2025-06-18,C872,S259,South,,PENDING
4851,2025-08-21,C584,S413,East,,Approved
4852,2025-02-18,C2965,S216,North,,approved
4852,2025-09-29,C2080,S215,,-100.0,PENDING
4854,2025-08-20,C2822,S551,East,-100.0,PENDING
4855,2025-05-02,C1145,S213,North,1557.0,approved
4856,2025-12-09,C686,S369,West,-100.0,approved
4857,2025-08-08,C2311,S174,,3176.0,Pending
4858,2025-07-18,C1544,S439,West,3600.0,Pending
4859,2025-04-05,C2276,S521,West,,Pending
4860,2025-05-21,C1425,S543,North,1696.0,
4861,2025-05-16,C2050,S503,,1807.0,Pending
4862,2025-02-04,C1961,S23,South,2793.0,Cancelled
4863,2025-11-03,C1000,S291,South,4519.0,approved
4864,2025-04-10,C2626,S225,West,,approved
4865,2025-12-29,C1427,S412,South,1578.0,Approved
4866,2025-05-01,C2592,S301,South,-100.0,
4867,2025-07-28,C2922,S118,South,,Approved
4868,2025-01-13,C1211,S505,East,692.0,
4869,2025-12-11,C562,S255,North,-100.0,Pending
4870,2025-05-25,C2650,S149,East,3236.0,approved
4871,2025-06-17,C2799,S592,West,,
4872,2025-04-20,C2787,S571,South,2760.0,Cancelled
4873,2025-06-28,C1488,S8,West,979.0,approved
4874,2025-09-07,C2728,S480,,,
4875,2025-04-13,C2449,S381,South,1486.0,Pending
4876,2025-06-23,C1499,S588,,-100.0,
4877,2025-04-29,C1218,S132,,-100.0,
4878,2025-03-21,C2098,S157,,,PENDING
4879,2025-01-18,C1998,S16,East,1824.0,PENDING
4880,2025-04-19,C2138,S347,East,4420.0,Pending
4881,2025-11-05,C518,S299,West,,Pending
4882,2025-11-27,C543,S536,West,1039.0,PENDING
4883,2025-06-14,C325,S238,South,-100.0,Cancelled
4884,2025-03-21,C520,S353,,2836.0,Cancelled
4885,invalid_date,C738,S468,East,,Cancelled
4886,2025-05-22,C1123,S264,,,PENDING
4887,2025-02-23,C2972,S145,North,1316.0,Approved
4888,2025-05-13,C1274,S184,,4492.0,Pending
4889,2025-08-02,C894,S370,East,1524.0,PENDING
4890,2025-03-08,C671,S243,,,Cancelled
4891,2025-05-04,C2179,S148,East,-100.0,approved
4892,2025-12-16,C1742,S145,West,-100.0,PENDING
4893,2025-11-22,C92,S42,,-100.0,Pending
4894,invalid_date,C2287,S396,West,,
4895,2025-08-12,C1332,S464,East,2641.0,Cancelled
4896,2025-07-15,C975,S7,East,3543.0,Approved
4897,2025-12-16,C2745,S50,,,
4898,2025-01-11,C959,S122,,-100.0,PENDING
4899,2025-10-10,C1336,S421,West,,approved
4900,2025-11-14,C512,S28,East,,Cancelled
4901,2025-12-31,C695,S431,North,-100.0,Approved
4902,2025-04-28,C2657,S63,,-100.0,Pending
4903,2025-03-16,C2447,S287,North,1806.0,approved
4904,2026-01-01,C1139,S86,South,2579.0,Approved
4905,2025-11-24,C2421,S35,North,,Pending
4906,2025-06-23,C823,S426,,,Cancelled
4906,2025-12-20,C854,S96,South,3921.0,Cancelled
4908,2025-05-11,C596,S348,,,PENDING
4909,2025-08-03,C2322,S520,West,1378.0,approved
4910,2025-11-13,C1757,S301,South,,Pending
4911,2025-10-04,C1894,S5,North,4047.0,approved
4912,2025-09-02,C711,S473,West,3129.0,Approved
4913,2025-04-10,C1818,S504,South,,Pending
4914,2025-11-07,C2227,S586,North,,Approved
4915,2025-01-08,C822,S24,South,,
4916,2025-12-25,C2639,S172,North,,Cancelled
4917,2025-03-11,C78,S418,West,-100.0,PENDING
4918,2025-04-02,C2586,S542,West,-100.0,
4919,2025-12-28,C808,S293,North,3105.0,
4920,2025-12-24,C571,S263,East,,approved
4921,2025-06-02,C942,S358,East,709.0,Cancelled
4922,2025-04-30,C1720,S344,North,3013.0,Pending
4923,2025-06-07,C437,S220,West,1621.0,Approved
4924,2025-02-27,C2485,S454,West,832.0,Pending
4925,2025-02-03,C1511,S66,,,Cancelled
4926,2025-10-13,C1600,S418,West,,PENDING
4926,2025-01-22,C396,S366,North,,approved
4928,2025-06-12,C2724,S260,South,,approved
4929,2025-04-15,C2027,S547,South,,
4930,2025-05-14,C2425,S322,East,4296.0,Cancelled
4931,2025-06-05,C2218,S368,West,,PENDING
4932,2025-07-01,C1228,S253,North,-100.0,Pending
4933,2025-01-07,C865,S598,North,-100.0,PENDING
4934,2025-08-12,C986,S340,North,,
4935,2025-11-24,C2998,S181,West,,
4936,2025-12-12,C34,S155,East,4803.0,approved
4937,2025-07-18,C2346,S500,South,-100.0,approved
4938,2025-05-08,C1673,S513,West,4687.0,
4939,2025-05-08,C1244,S92,East,-100.0,approved
4940,2025-04-04,C1511,S239,North,3231.0,Pending
4941,2025-06-29,C261,S354,South,2990.0,Cancelled
4942,2025-05-21,C1772,S121,West,3134.0,Approved
4943,2025-09-16,C2777,S89,West,2978.0,approved
4944,2025-06-23,C1509,S74,,,approved
4945,2025-07-31,C70,S26,North,-100.0,Cancelled
4946,2025-03-28,C380,S132,East,,
4947,2025-07-03,C1476,S337,West,3111.0,Cancelled
4948,2025-05-11,C2502,S59,South,-100.0,Cancelled
4949,2025-06-26,C406,S321,South,2645.0,approved
4950,2025-06-27,C1393,S104,North,832.0,PENDING
4951,2025-11-29,C790,S294,East,,
4952,2025-04-16,C2870,S137,West,-100.0,PENDING
4953,2025-03-14,C1411,S327,East,-100.0,Cancelled
4954,2025-03-16,C2993,S220,East,2514.0,
4955,2025-05-18,C1826,S570,,-100.0,
4956,2025-08-17,C2736,S277,,,Pending
4957,2025-11-21,C2304,S48,,1223.0,PENDING
4958,2025-10-30,C899,S396,North,,PENDING
4959,2025-05-05,C2585,S436,South,-100.0,PENDING
4960,2025-01-15,C71,S535,,-100.0,Pending
4961,2025-06-09,C2969,S320,,,Cancelled
4962,2025-03-23,C1211,S398,North,,PENDING
4963,2025-02-13,C2878,S122,,-100.0,
4964,2025-07-06,C2900,S478,East,-100.0,Approved
4965,2025-03-02,C2555,S421,West,2503.0,
4966,2025-07-10,C277,S420,East,,Approved
4967,2025-03-09,C1822,S351,South,993.0,
4968,2025-10-18,C1397,S177,South,3943.0,Cancelled
4969,2025-06-03,C1851,S473,East,-100.0,approved
4970,2025-03-05,C101,S100,East,-100.0,
4971,2025-06-22,C2994,S91,North,,PENDING
4972,2025-06-21,C1691,S391,South,,PENDING
4973,2025-02-02,C307,S225,East,-100.0,approved
4974,2025-02-20,C1613,S331,West,-100.0,Approved
4975,2025-05-08,C1798,S253,West,,Pending
4976,2025-03-03,C857,S298,East,-100.0,approved
4976,2025-08-23,C1911,S442,West,,approved
4978,2025-01-09,C2848,S126,East,-100.0,Approved
4979,2025-12-20,C1755,S37,West,,Pending
4979,2025-09-21,C1284,S467,North,,Approved
4981,2025-12-19,C1106,S436,North,1584.0,Cancelled
4982,2025-02-17,C206,S460,,-100.0,Pending
4983,2025-09-06,C1537,S532,East,2687.0,
4984,2025-05-07,C2367,S169,,-100.0,Cancelled
4985,2025-11-18,C312,S65,South,3924.0,
4985,2025-05-26,C1997,S266,West,-100.0,Cancelled
4987,2025-05-30,C1493,S563,,1670.0,PENDING
4988,2025-09-08,C989,S302,,-100.0,PENDING
4989,2025-08-11,C2419,S9,,,Cancelled
4990,2025-12-16,C1959,S82,East,,Pending
4991,2025-01-24,C681,S246,West,4488.0,PENDING
4992,2025-01-06,C391,S595,East,-100.0,Approved
4993,2025-11-25,C2899,S230,,,
4994,2025-11-09,C268,S541,,-100.0,Cancelled
4995,2025-03-09,C545,S301,East,-100.0,
4996,2025-02-06,C1941,S445,South,,Cancelled
4997,2025-12-14,C208,S579,East,-100.0,
4998,2025-07-09,C2418,S478,West,,approved
4999,2025-03-08,C1190,S596,East,,Cancelled
5000,2025-01-08,C2482,S565,South,930.0,
5001,2025-08-15,C665,S62,East,4008.0,Approved
5002,2025-05-05,C2868,S66,East,-100.0,Cancelled
5003,2025-09-28,C1179,S468,South,,
5004,2025-10-13,C2714,S95,West,,Approved
5005,2025-01-19,C1572,S77,South,2637.0,approved
5006,2025-06-09,C2103,S54,East,-100.0,Approved
5007,2025-07-01,C1297,S16,,-100.0,Approved
5008,2025-11-06,C2578,S186,South,,PENDING
5009,2025-01-11,C2826,S346,West,1793.0,Cancelled
5010,2025-01-31,C839,S396,North,,Cancelled
5011,2025-06-16,C1987,S300,North,-100.0,Cancelled
5012,2025-09-06,C302,S121,West,-100.0,approved
5013,2025-10-23,C76,S250,East,3245.0,Cancelled
5014,2025-08-01,C429,S65,North,,Cancelled
5015,2025-08-04,C1622,S59,North,,Pending
5016,invalid_date,C269,S313,North,,PENDING
5017,2025-06-05,C2359,S489,South,,Approved
5017,2025-06-21,C505,S553,North,-100.0,Pending
5019,2025-05-16,C2176,S17,South,-100.0,Approved
5020,2025-12-08,C746,S455,East,,Pending
5021,2025-08-28,C771,S81,West,,Cancelled
5022,2025-01-18,C1822,S465,,,Approved
5023,2025-08-29,C2162,S489,South,-100.0,Cancelled
5024,2025-08-27,C2281,S74,East,1893.0,
5025,2025-04-19,C2774,S221,East,-100.0,Pending
5026,2025-07-10,C2220,S147,South,2053.0,approved
5027,2025-01-02,C1905,S397,North,2253.0,approved
5028,2025-07-23,C1163,S284,West,,Cancelled
5029,2025-06-23,C1892,S298,South,,Approved
5030,2025-02-24,C918,S501,South,4428.0,Cancelled
5031,2025-09-16,C2786,S135,South,-100.0,PENDING
5032,2025-03-20,C2023,S23,East,2273.0,Pending
5033,2025-12-01,C921,S300,West,3948.0,PENDING
5034,2025-04-05,C1894,S82,East,,PENDING
5035,2025-05-17,C557,S275,East,,
5036,2025-06-26,C847,S17,North,-100.0,approved
5037,2025-09-15,C299,S455,North,,PENDING
5038,2025-04-14,C1417,S224,East,,Cancelled
5039,2025-01-04,C708,S310,East,4486.0,Pending
5040,2025-01-18,C1425,S476,North,,Cancelled
5041,2025-03-04,C2812,S129,North,4674.0,approved
5042,2025-07-03,C781,S398,South,-100.0,Approved
5043,2025-11-16,C1994,S359,,,Cancelled
5044,2025-12-28,C879,S552,East,,Cancelled
5045,2025-05-23,C916,S582,,-100.0,
5046,2025-10-27,C530,S263,East,,PENDING
5047,2025-08-09,C2260,S585,South,1399.0,Cancelled
5048,2025-02-24,C1637,S574,East,,approved
5049,2025-08-20,C493,S346,South,-100.0,Pending
5050,2025-11-23,C1859,S579,East,2171.0,approved
5051,2025-06-01,C2988,S82,South,-100.0,Approved
5052,invalid_date,C2984,S239,East,4435.0,
5052,2025-02-24,C2224,S408,,,Approved
5054,2025-07-15,C2576,S5,South,-100.0,PENDING
5054,2025-07-18,C662,S187,West,,
5056,2025-07-26,C2283,S356,West,1113.0,Pending
5057,2025-03-21,C1037,S589,,,Cancelled
5058,2025-11-24,C195,S24,East,,Pending
5059,2025-04-27,C380,S281,West,-100.0,Pending
5060,2025-12-09,C2019,S234,South,,Pending
5061,2025-10-31,C2990,S599,,,
5062,2025-08-04,C1284,S71,North,,PENDING
5063,2025-07-25,C1460,S173,East,3863.0,approved
5064,2025-02-04,C173,S464,East,2396.0,approved
5065,2025-09-13,C1086,S101,,,approved
5066,2025-01-29,C2724,S246,North,,Approved
5067,2025-09-17,C2300,S201,North,-100.0,Cancelled
5068,2025-10-26,C665,S185,,-100.0,Pending
5069,2025-03-20,C1780,S340,,,approved
5070,2025-04-23,C2707,S268,South,1139.0,Pending
5071,2025-11-07,C2212,S253,,-100.0,approved
5072,2025-10-15,C1623,S214,North,,Cancelled
5073,2025-02-28,C294,S184,East,-100.0,PENDING
5074,2025-08-04,C2869,S494,,3258.0,Cancelled
5075,2025-07-31,C1806,S269,West,-100.0,PENDING
5076,2025-03-21,C273,S571,,700.0,approved
5077,2025-04-16,C2855,S101,North,4989.0,
5078,2025-09-08,C2855,S86,East,-100.0,Approved
5079,2025-04-18,C20,S183,North,-100.0,Cancelled
5080,2025-01-24,C2260,S582,South,-100.0,PENDING
5081,2025-06-09,C2495,S11,North,,Cancelled
5082,2025-04-21,C2524,S558,West,,
5083,2025-03-27,C2601,S450,,-100.0,Pending
5084,2025-01-29,C2816,S465,South,4533.0,Approved
5085,2025-02-20,C219,S547,South,-100.0,Pending
5086,2025-06-11,C2368,S584,South,,Pending
5087,2025-10-31,C1178,S268,South,,PENDING
5088,2025-01-31,C1813,S178,East,672.0,Pending
5089,2025-06-12,C837,S453,South,3767.0,Cancelled
5090,2025-03-23,C466,S109,North,-100.0,Approved
5091,2025-11-24,C1839,S352,West,-100.0,PENDING
5091,2025-01-06,C1474,S232,South,-100.0,approved
5093,2025-05-03,C85,S31,East,,Pending
5094,2025-01-28,C900,S441,North,3943.0,Approved
5095,2025-12-16,C979,S415,East,,Approved
5096,2025-05-29,C2270,S331,,-100.0,Cancelled
5097,2025-12-28,C2789,S549,West,,approved
5098,2025-09-30,C291,S356,East,-100.0,Pending
5099,2025-07-09,C588,S108,North,2306.0,Pending
5100,2025-05-02,C2373,S95,South,,
5101,2025-04-12,C1573,S587,North,1129.0,approved
5102,2025-09-23,C840,S304,,-100.0,
5103,2025-03-19,C1549,S276,East,,approved
5104,2025-04-27,C863,S536,,-100.0,
5105,2025-01-21,C1886,S128,North,-100.0,Cancelled
5106,2025-04-19,C402,S14,West,-100.0,Cancelled
5107,2025-10-01,C1536,S487,,,
5108,2025-07-21,C1768,S42,West,4372.0,Approved
5109,2025-09-28,C1088,S244,East,,Pending
5110,invalid_date,C2088,S568,East,3147.0,approved
5111,2025-09-29,C1034,S63,East,-100.0,
5112,2025-02-19,C2190,S192,East,,approved
5113,2025-10-20,C2235,S13,East,-100.0,PENDING
5114,2025-07-06,C2394,S149,North,,
5115,2025-07-17,C1278,S246,West,,PENDING
5116,2025-09-08,C2178,S453,East,,Cancelled
5117,2025-10-14,C1543,S47,South,-100.0,Cancelled
5118,2025-09-11,C1950,S97,North,-100.0,Cancelled
5119,2025-10-04,C1939,S184,East,,PENDING
5120,2025-04-02,C533,S40,South,637.0,PENDING
5121,2025-11-21,C422,S281,North,4229.0,Cancelled
5122,2025-11-01,C2933,S416,South,,
5123,2025-10-27,C235,S356,North,-100.0,Cancelled
5124,2025-12-06,C1156,S346,,931.0,PENDING
5125,2025-07-05,C1910,S466,East,1884.0,approved
5126,2025-02-19,C2401,S477,East,-100.0,Pending
5127,2025-07-03,C20,,,3934.0,Cancelled
5128,2025-01-29,C2769,S29,North,3946.0,approved
5129,2025-05-12,C652,S209,South,,Pending
5130,2025-06-03,C1079,S99,West,-100.0,approved
5130,2025-04-04,C2411,S22,South,716.0,PENDING
5132,2025-03-08,C710,S561,South,3671.0,approved
5133,2025-05-01,C2435,S447,,-100.0,Pending
5134,2025-12-05,C1975,S338,East,-100.0,
5135,2025-05-18,C485,S536,,-100.0,Pending
5136,2025-05-08,C1493,S305,South,3382.0,
5137,2025-05-30,C439,S395,South,,
5138,2025-09-17,C2323,S172,North,,Pending
5139,2025-01-15,C2782,S341,,3214.0,Pending
5140,2025-05-31,C1638,S587,West,732.0,Approved
5141,2025-03-23,C900,S354,,-100.0,Approved
5142,2025-03-01,C1247,S506,North,1249.0,PENDING
5143,2025-02-08,C2517,S587,North,,Approved
5144,2025-07-07,C2715,S152,North,-100.0,PENDING
5145,2025-07-12,C2361,S76,West,-100.0,Pending
5146,2025-06-19,C1686,S557,East,4376.0,approved
5147,2025-01-11,C307,S39,South,,Cancelled
5148,2025-03-26,C1715,S186,,-100.0,approved
5149,2025-12-29,C1156,S197,West,-100.0,Pending
5150,2025-02-19,C1930,S363,South,3253.0,Approved
5151,2025-02-03,C2349,S438,North,-100.0,approved
5152,2025-06-21,C2560,S37,South,1586.0,Pending
5153,2025-08-23,C331,S305,West,-100.0,Pending
5154,2025-08-09,C2220,S175,South,-100.0,PENDING
5155,2025-10-24,C2380,S240,East,-100.0,Cancelled
5156,2025-12-25,C1247,S231,North,,approved
5157,2025-09-19,C2746,S235,East,,Pending
5157,2025-05-31,C380,S309,East,,approved
5159,2025-12-29,C829,S499,,-100.0,
5160,2025-03-01,C621,S392,South,,Pending
5161,2025-04-18,C976,S156,,3552.0,
5162,2025-05-28,C2992,S255,East,2366.0,Pending
5163,2025-05-25,C977,S228,South,4064.0,Cancelled
5164,2025-02-04,C170,S401,,-100.0,approved
5165,2025-11-02,C2348,S373,,4311.0,Approved
5166,2025-10-17,C2955,S354,East,-100.0,
5167,2025-09-20,C2380,S448,South,,PENDING
5168,2025-11-14,C135,S140,North,,Pending
5169,2025-12-22,C2549,S159,,-100.0,
5170,2025-06-25,C2540,S95,South,-100.0,Cancelled
5171,2025-06-29,C609,S132,West,3228.0,Cancelled
5172,2025-11-22,C385,S452,,2543.0,Pending
5173,2025-08-07,C2292,S219,East,822.0,PENDING
5174,2025-03-19,C2598,S584,East,1583.0,PENDING
5175,2025-05-05,C1613,S349,East,1116.0,Cancelled
5176,2025-09-27,C791,S210,South,-100.0,Cancelled
5177,2025-10-04,C2646,S511,East,-100.0,Cancelled
5178,2025-01-23,C1779,S555,South,720.0,
5179,2025-01-22,C1217,S258,North,1311.0,Cancelled
5180,2025-11-04,C780,S361,East,2797.0,Approved
5181,2025-01-22,C49,S303,,-100.0,Approved
5182,invalid_date,C937,S392,South,552.0,PENDING
5183,2025-04-26,C1966,S404,West,628.0,PENDING
5184,2025-10-27,C434,S563,South,,
5185,2025-09-09,C2676,S194,East,-100.0,approved
5186,2025-08-12,C2363,S200,North,-100.0,Cancelled
5187,2025-12-26,C583,S213,East,,Pending
5188,2025-02-26,C1583,S147,East,4890.0,approved
5189,2025-12-27,C2506,S431,West,3569.0,Pending
5190,2025-02-11,C1634,S241,South,4008.0,Cancelled
5191,2025-03-18,C2907,S587,North,1372.0,Pending
5192,2025-03-22,C102,S464,West,,
5193,2025-12-25,C1679,S34,,-100.0,PENDING
5194,2025-03-17,C2502,S517,,-100.0,PENDING
5195,2025-06-28,C2555,S104,West,-100.0,Approved
5196,2025-01-01,C533,S132,South,-100.0,Approved
5197,2025-07-09,C560,S565,,,Approved
5198,2025-07-03,C1001,S467,,4439.0,Pending
5199,2025-06-25,C1457,S156,,-100.0,Approved
5200,2025-02-22,C2975,S234,,,PENDING
5201,2025-03-17,C1063,S343,South,,approved
5202,2025-12-30,C2859,S74,East,,PENDING
5203,2025-12-03,C2969,S527,,-100.0,Cancelled
5204,2025-08-12,C1064,S186,West,-100.0,Approved
5205,2025-09-08,C408,S177,West,2074.0,
5206,2025-10-01,C920,S67,East,,Pending
5207,2025-03-23,C2613,S144,West,-100.0,PENDING
5208,2025-10-12,C287,S578,,,
5209,2025-02-26,C644,S125,North,1954.0,Approved
5210,2025-12-22,C2381,S217,South,1473.0,Cancelled
5211,2025-02-17,C1793,S590,West,,Pending
5212,2025-01-22,C2707,S13,,,Cancelled
5213,2025-06-26,C2196,S468,North,1159.0,
5214,2025-06-18,C663,S189,North,-100.0,PENDING
5215,2025-03-24,C1327,S15,,-100.0,Approved
5216,2025-03-01,C417,S117,South,723.0,Approved
5217,2025-05-12,C1839,S437,West,,PENDING
5218,2025-07-21,C1069,S31,South,-100.0,Approved
5219,2025-07-24,C2608,S435,North,3199.0,approved
5220,2025-11-21,C774,S13,South,,approved
5221,2025-11-09,C316,S387,South,3164.0,PENDING
5222,2025-04-15,C382,S460,North,2609.0,Pending
5223,2025-09-26,C1788,S558,West,,PENDING
5224,2025-04-08,C1732,S489,,-100.0,Cancelled
5225,2025-06-26,C1522,S31,West,,approved
5226,2025-07-13,C559,S481,West,2823.0,Pending
5227,2025-04-28,C37,S246,South,1781.0,Approved
5228,2025-03-28,C2644,S231,,3204.0,Approved
5229,2025-04-25,C2703,S133,South,2464.0,Pending
5230,2025-08-08,C1028,S219,West,,PENDING
5231,2025-07-04,C2043,S343,,-100.0,approved
5232,2025-11-27,C1657,S440,West,3158.0,PENDING
5233,2025-01-19,C1697,S217,South,-100.0,
5234,2025-06-22,C2872,S318,North,1778.0,Approved
5235,2025-03-09,C1461,S30,South,,
5236,2025-05-19,C2453,S34,,3632.0,Cancelled
5237,2025-03-23,C2175,S560,,-100.0,Cancelled
5238,invalid_date,C1133,S204,,910.0,PENDING
5239,2025-07-28,C184,S233,West,-100.0,approved
5240,2025-08-31,C61,S446,North,2890.0,approved
5241,2025-10-17,C858,S144,North,,approved
5242,invalid_date,C298,S53,West,-100.0,approved
5243,2025-05-14,C2900,S310,East,,PENDING
5244,2025-10-15,C2826,S149,North,,
5245,2025-04-13,C1208,S139,North,2290.0,Approved
5246,2025-03-16,C2917,S193,West,1608.0,Pending
5247,2025-01-14,C937,S250,South,-100.0,PENDING
5248,2025-07-11,C616,S70,North,-100.0,Approved
5249,2025-08-01,C1550,S25,East,-100.0,Approved
5250,2025-01-23,C1734,S386,,-100.0,
5251,2025-09-27,C1250,S368,South,-100.0,Approved
5252,2025-08-18,C1161,S165,North,4599.0,Cancelled
5253,2025-03-17,C2358,S544,East,4579.0,PENDING
5254,2025-05-26,C521,S38,South,2976.0,approved
5255,2025-01-11,C1415,S380,East,1831.0,Cancelled
5255,2025-03-20,C1449,S307,East,,
5257,2025-03-17,C1067,S411,,,approved
5258,2025-02-27,C1839,S254,East,,PENDING
5259,2025-04-20,C695,S500,,,Cancelled
5260,2025-06-06,C731,S511,,4293.0,approved
5261,2025-10-12,C1711,S199,South,,PENDING
5262,2025-04-24,C298,S385,South,2627.0,PENDING
5263,2025-06-04,C833,S378,East,,Pending
5264,2025-06-07,C2474,S495,East,-100.0,Cancelled
5265,2025-06-02,C796,S16,,,Pending
5266,2025-11-13,C1118,S221,East,958.0,PENDING
5267,2025-06-25,C2066,S525,,,Pending
5268,2025-03-13,C1622,S6,North,3854.0,PENDING
5269,2025-09-30,C2188,S232,West,-100.0,Cancelled
5270,2025-02-16,C2751,S110,West,,approved
5271,2025-01-14,C114,S283,South,,PENDING
5272,2025-04-13,C355,S338,,-100.0,
5273,2025-01-02,C12,S311,South,1911.0,Pending
5274,2025-09-19,C2316,S96,West,2034.0,approved
5275,2025-06-06,C1182,S30,South,3046.0,Cancelled
5276,2025-02-25,C679,S261,West,,Cancelled
5277,2025-04-13,C1712,S241,North,2554.0,
5278,2025-03-08,C1089,S265,West,4656.0,
5279,2025-11-27,C1882,S30,South,1842.0,Approved
5280,2025-06-30,C2364,S31,North,-100.0,
5281,2025-06-28,C805,S86,South,-100.0,
5282,2025-07-01,C271,S508,,-100.0,Cancelled
5283,2025-01-08,C1778,S193,,-100.0,PENDING
5284,2025-09-18,C2097,S453,West,-100.0,approved
5285,2025-01-07,C1910,S285,West,4072.0,Cancelled
5286,2025-09-10,C681,S73,North,,PENDING
5287,2025-02-08,C2089,S338,South,,PENDING
5288,2025-06-07,C2479,S201,West,,PENDING
5289,2025-07-30,C1813,S548,,,Pending
5290,2025-10-13,C358,S34,East,1079.0,Approved
5291,2025-06-20,C2666,S487,West,-100.0,PENDING
5292,2025-09-18,C1816,S555,South,,Cancelled
5293,2025-09-25,C504,S576,North,-100.0,Cancelled
5294,2025-02-20,C776,S586,,2320.0,Pending
5295,2025-10-05,C2877,S183,South,3887.0,Cancelled
5296,2025-02-12,C1316,S372,East,-100.0,Approved
5297,2025-10-20,C47,S123,West,,approved
5298,2025-08-27,C476,S554,,,approved
5299,2025-06-02,C2374,S125,East,2560.0,PENDING
5300,2025-03-11,C2816,S456,South,2696.0,Cancelled
5301,2025-07-26,C1893,S516,,-100.0,Cancelled
5302,2025-10-20,C2134,S481,North,-100.0,approved
5303,2025-02-28,C2686,S383,South,1151.0,approved
5304,2025-01-22,C2640,S465,East,,Pending
5305,2025-10-31,C106,S481,,-100.0,
5306,2025-05-11,C166,S534,West,-100.0,Pending
5307,2025-03-03,C1032,S530,East,,Approved
5308,2025-02-25,C152,S138,,-100.0,Pending
5309,2025-04-17,C1408,S46,West,,
5310,2025-07-21,C2811,S267,West,-100.0,Cancelled
5311,2025-07-04,C2938,S441,East,,Cancelled
5312,2025-04-25,C2269,S444,,,Pending
5313,2025-09-13,C1234,S179,East,-100.0,Pending
5314,2025-04-21,C1749,S15,North,-100.0,Approved
5315,2025-09-23,C117,S250,North,-100.0,Approved
5316,2025-09-28,C13,S176,East,,
5317,2025-05-13,C94,S235,South,-100.0,
5318,2025-10-19,C2351,S283,West,-100.0,Approved
5319,2025-07-08,C1654,S114,West,-100.0,Cancelled
5320,2025-01-04,C1360,S557,West,4909.0,approved
5321,2025-08-18,C2824,S273,South,2045.0,
5322,2025-01-15,C2330,S197,North,2773.0,PENDING
5323,2025-03-24,C957,S215,North,3963.0,
5324,2025-08-04,C2899,S67,,,Pending
5325,2025-07-07,C2295,S53,,4891.0,Pending
5326,2025-09-24,C1956,S1,West,-100.0,Pending
5327,2025-01-29,C894,S516,West,,Cancelled
5328,2025-05-06,C2562,S552,North,-100.0,Pending
5329,2025-02-23,C1622,S76,East,2291.0,Cancelled
5330,2025-10-30,C206,S342,,,
5331,2025-09-08,C2635,S143,South,1055.0,Approved
5332,2025-03-19,C1464,S566,,,Approved
5333,2025-01-27,C2946,S30,South,-100.0,
5334,2025-03-09,C1259,S318,South,-100.0,Cancelled
5335,2025-04-28,C558,S200,South,-100.0,Approved
5336,2025-07-11,C1371,S248,South,-100.0,approved
5337,2025-07-11,C1200,S6,South,-100.0,
5338,2025-03-08,C1115,S74,South,,Approved
5339,2025-12-20,C1755,S373,,,PENDING
5340,2025-01-09,C137,S364,,-100.0,PENDING
5341,2025-03-01,C908,S312,West,,PENDING
5342,2025-12-01,C2942,S443,,-100.0,Cancelled
5343,2025-03-06,C414,S170,West,-100.0,
5344,2025-09-13,C235,S166,South,,Cancelled
5345,2025-05-19,C797,S105,West,,Pending
5346,2025-02-18,C541,S275,West,4850.0,PENDING
5347,2025-08-21,C2330,S55,North,-100.0,Cancelled
5348,invalid_date,C1941,S352,,4945.0,Cancelled
5349,2025-08-28,C998,S486,North,,Cancelled
5350,invalid_date,C1600,S40,South,2517.0,Approved
5351,2025-02-22,C421,S489,South,-100.0,approved
5352,2025-11-08,C1568,S534,East,-100.0,Pending
5353,2025-07-26,C1566,S456,North,-100.0,approved
5354,2025-04-13,C963,S586,,1684.0,Approved
5355,2025-04-11,C1867,S82,West,2214.0,Approved
5356,2025-10-08,C87,S568,North,-100.0,approved
5357,2025-12-24,C1255,S15,,,
5358,2025-07-10,C981,S267,East,-100.0,
5359,2025-08-18,C627,S453,,-100.0,Pending
5360,2025-04-14,C2714,S472,,-100.0,approved
5361,2025-09-15,C405,S132,West,,Cancelled
5362,2025-03-10,C399,S431,South,,approved
5363,2025-12-16,C403,S491,West,,Pending
5364,invalid_date,C1077,S51,West,,PENDING
5365,2025-10-01,C2119,S466,East,-100.0,approved
5366,2025-05-07,C1406,S349,West,,Pending
5367,2025-10-07,C216,S436,North,2765.0,Approved
5368,2025-06-19,C1425,S140,,,Pending
5369,invalid_date,C1150,S207,West,,PENDING
5370,2025-01-17,C2828,S425,East,-100.0,Pending
5371,invalid_date,C1593,S129,West,,
5372,2025-09-07,C2557,S220,West,825.0,Pending
5373,2025-02-09,C1599,S119,East,,approved
5374,2025-11-25,C1077,S227,,,approved
5375,2025-09-21,C2661,S313,,3052.0,
5376,2025-03-10,C289,S186,South,-100.0,
5377,2025-03-27,C1052,S549,South,3415.0,PENDING
5378,2025-07-16,C1404,S431,,,PENDING
5379,2025-10-26,C1810,S274,South,-100.0,Approved
5380,2025-05-07,C826,S477,West,-100.0,Cancelled
5381,2025-01-02,C522,S112,West,-100.0,Pending
