payment_id,order_id,payment_method,payment_status,payment_amount,payment_date
P4489,4311,UPI,FAILED,4480.0,2026-01-07
P4490,4219,CARD,SUCCESS,617.0,2025-12-20
P4491,824,UPI,FAILED,1721.0,2025-12-30
P4494,4221,CARD,SUCCESS,1118.0,2025-12-16
P4501,643,COD,FAILED,4656.0,2025-12-29
P4504,7577,COD,FAILED,2982.0,2025-12-28
P4505,1434,UPI,SUCCESS,3512.0,2025-12-14
P4507,8018,COD,FAILED,2291.0,2026-01-01
P4508,7731,UPI,FAILED,2613.0,2025-12-16
P4510,310,COD,FAILED,1364.0,2025-12-23
P4513,9629,CARD,SUCCESS,1855.0,2025-12-29
P4514,4098,CARD,FAILED,910.0,2025-12-16
P4515,4552,CARD,FAILED,688.0,2025-12-27
P4516,7198,CARD,SUCCESS,3765.0,2025-12-29
P4517,7935,UPI,SUCCESS,769.0,2025-12-21
P4518,3849,UPI,FAILED,868.0,2025-12-31
P4521,5343,UPI,SUCCESS,4630.0,2025-12-19
P4523,8302,UPI,SUCCESS,3164.0,2025-12-18
P4525,968,CARD,SUCCESS,1414.0,2025-12-23
P4527,5740,CARD,SUCCESS,4672.0,2025-12-20
P4529,8235,UPI,SUCCESS,2124.0,2025-12-24
P4535,2851,COD,SUCCESS,4819.0,2025-12-23
P4537,188,UPI,SUCCESS,3653.0,2026-01-08
P4539,3702,COD,SUCCESS,4251.0,2026-01-03
P4548,5281,UPI,FAILED,628.0,2026-01-13
P4549,4095,COD,SUCCESS,1794.0,2025-12-16
P4554,2276,COD,SUCCESS,868.0,2025-12-27
P4555,97,CARD,SUCCESS,3943.0,2026-01-05
P4558,3900,COD,SUCCESS,3771.0,2026-01-01
P4559,7301,COD,FAILED,1223.0,2025-12-24
P4561,8199,UPI,FAILED,3873.0,2025-12-17
P4563,2281,UPI,FAILED,1578.0,2026-01-02
P4565,2165,CARD,SUCCESS,586.0,2025-12-24
P4566,4136,UPI,SUCCESS,2167.0,2026-01-13
P4568,9462,CARD,FAILED,4942.0,2025-12-14
P4570,6003,UPI,FAILED,2257.0,2025-12-22
P4578,1548,UPI,SUCCESS,2505.0,2025-12-25
P4579,7996,UPI,SUCCESS,3254.0,2025-12-21
P4581,3407,UPI,SUCCESS,4609.0,2025-12-15
P4582,9106,UPI,SUCCESS,2605.0,2026-01-05
P4583,6786,COD,SUCCESS,2650.0,2025-12-29
P4585,2057,CARD,SUCCESS,2422.0,2026-01-09
P4593,3963,UPI,SUCCESS,2921.0,2025-12-20
P4595,6696,CARD,FAILED,3026.0,2025-12-31
P4598,4007,CARD,SUCCESS,2068.0,2025-12-19
P4599,6882,COD,FAILED,2293.0,2026-01-06
P4600,9237,COD,FAILED,2473.0,2026-01-04
P4601,2645,COD,SUCCESS,1602.0,2025-12-23
P4604,4111,CARD,SUCCESS,4634.0,2025-12-24
P4605,9,COD,SUCCESS,3986.0,2025-12-17
P4606,7353,CARD,FAILED,1516.0,2025-12-23
P4608,8334,CARD,FAILED,1382.0,2026-01-10
P4610,2359,UPI,SUCCESS,2168.0,2025-12-28
P4613,8325,CARD,SUCCESS,2717.0,2025-12-19
P4614,7447,COD,SUCCESS,2291.0,2026-01-06
P4615,9938,UPI,SUCCESS,2301.0,2025-12-28
P4617,2067,UPI,FAILED,1163.0,2026-01-05
P4618,6570,COD,FAILED,4364.0,2026-01-02
P4619,6275,COD,SUCCESS,1763.0,2025-12-14
P4620,9850,UPI,FAILED,1224.0,2026-01-06
P4622,7842,CARD,SUCCESS,2284.0,2025-12-18
P4623,9045,CARD,FAILED,2544.0,2026-01-12
P4626,2698,UPI,SUCCESS,1036.0,2025-12-24
P4628,7543,CARD,FAILED,1135.0,2025-12-25
P4632,153,UPI,SUCCESS,1437.0,2025-12-14
P4633,4906,COD,FAILED,3540.0,2025-12-18
P4636,3283,CARD,FAILED,2789.0,2025-12-27
P4638,3800,CARD,SUCCESS,2874.0,2025-12-25
P4641,610,CARD,SUCCESS,3902.0,2025-12-31
P4644,5166,COD,FAILED,3321.0,2025-12-22
P4645,334,COD,FAILED,2249.0,2026-01-06
P4649,7491,COD,SUCCESS,2604.0,2025-12-26
P4652,6760,COD,SUCCESS,1643.0,2025-12-14
P4654,6544,CARD,FAILED,4883.0,2025-12-28
P4655,5666,COD,FAILED,4576.0,2026-01-13
P4657,2459,COD,SUCCESS,2540.0,2026-01-06
P4662,5871,UPI,FAILED,1161.0,2026-01-02
P4663,8526,CARD,FAILED,1196.0,2026-01-02
P4664,6770,CARD,SUCCESS,4812.0,2025-12-22
P4666,5857,COD,SUCCESS,4033.0,2026-01-11
P4668,5091,CARD,SUCCESS,3521.0,2026-01-13
P4669,7130,UPI,SUCCESS,3354.0,2025-12-23
P4671,5060,UPI,FAILED,1822.0,2026-01-12
P4672,434,UPI,FAILED,1328.0,2025-12-28
P4673,3125,COD,FAILED,3618.0,2025-12-26
P4675,106,UPI,FAILED,2026.0,2026-01-09
P4677,7244,COD,SUCCESS,1684.0,2025-12-30
P4678,6798,CARD,FAILED,4803.0,2025-12-21
P4681,74,CARD,SUCCESS,830.0,2026-01-04
P4688,5365,COD,FAILED,1817.0,2025-12-20
P4691,9996,CARD,SUCCESS,2338.0,2026-01-05
P4698,5241,UPI,SUCCESS,871.0,2025-12-22
P4700,339,COD,FAILED,920.0,2025-12-29
P4702,4574,COD,FAILED,2468.0,2025-12-14
P4705,5781,COD,FAILED,2384.0,2025-12-18
P4706,60,CARD,FAILED,4086.0,2025-12-14
P4707,942,CARD,FAILED,545.0,2026-01-08
P4708,9635,UPI,FAILED,887.0,2025-12-18
P4709,9670,COD,FAILED,3694.0,2026-01-09
P4711,3023,CARD,SUCCESS,4498.0,2025-12-30
P4712,7608,CARD,FAILED,1287.0,2026-01-11
P4713,3031,UPI,SUCCESS,960.0,2025-12-18
P4717,830,CARD,FAILED,3933.0,2025-12-31
P4719,7322,CARD,FAILED,4698.0,2025-12-15
P4720,8029,UPI,SUCCESS,3958.0,2026-01-11
P4723,3681,UPI,SUCCESS,1673.0,2026-01-07
P4724,4966,CARD,SUCCESS,3018.0,2026-01-06
P4725,1457,CARD,FAILED,4132.0,2025-12-14
P4726,3067,UPI,SUCCESS,541.0,2025-12-24
P4727,1699,UPI,FAILED,1066.0,2026-01-13
P4728,3598,COD,FAILED,4626.0,2025-12-18
P4731,1439,CARD,FAILED,721.0,2025-12-22
P4732,9580,CARD,FAILED,4927.0,2025-12-20
P4734,68,COD,FAILED,3129.0,2025-12-29
P4735,604,COD,FAILED,2699.0,2026-01-11
P4736,9802,CARD,FAILED,1685.0,2025-12-23
P4737,5112,CARD,SUCCESS,4098.0,2025-12-14
P4738,9735,CARD,FAILED,3843.0,2026-01-06
P4739,1004,UPI,SUCCESS,3307.0,2025-12-29
P4741,1480,CARD,FAILED,1581.0,2025-12-16
P4743,6296,UPI,SUCCESS,4056.0,2026-01-09
P4745,6015,COD,FAILED,2700.0,2026-01-13
P4746,5771,UPI,SUCCESS,4171.0,2026-01-10
P4747,7468,COD,SUCCESS,3644.0,2026-01-09
P4748,549,COD,FAILED,4206.0,2025-12-26
P4749,8854,CARD,FAILED,1045.0,2025-12-28
P4750,433,UPI,FAILED,4968.0,2025-12-26
P4754,2346,COD,SUCCESS,2919.0,2026-01-07
P4755,5702,CARD,FAILED,3849.0,2025-12-22
P4758,6633,COD,SUCCESS,1307.0,2025-12-14
P4766,995,CARD,SUCCESS,2091.0,2025-12-24
P4767,174,COD,FAILED,1585.0,2026-01-11
P4769,5831,COD,SUCCESS,1751.0,2025-12-23
P4775,9765,CARD,SUCCESS,1692.0,2026-01-10
P4777,960,COD,SUCCESS,3101.0,2026-01-03
P4778,8760,COD,SUCCESS,2017.0,2025-12-20
P4779,4892,CARD,SUCCESS,3471.0,2025-12-22
P4780,4813,UPI,FAILED,4205.0,2026-01-12
P4782,7558,UPI,SUCCESS,2213.0,2025-12-25
P4783,2057,COD,FAILED,2396.0,2025-12-27
P4785,6723,UPI,FAILED,3073.0,2026-01-01
P4786,8033,UPI,SUCCESS,2223.0,2025-12-17
P4788,2891,UPI,SUCCESS,3257.0,2025-12-26
P4790,9814,UPI,SUCCESS,3532.0,2026-01-04
P4791,3757,CARD,SUCCESS,4178.0,2025-12-25
P4792,2279,COD,FAILED,4866.0,2026-01-04
P4794,8668,CARD,SUCCESS,4014.0,2025-12-16
P4796,1498,CARD,SUCCESS,4681.0,2026-01-09
P4797,5845,CARD,FAILED,2233.0,2025-12-16
P4798,6060,COD,SUCCESS,3363.0,2025-12-22
P4799,8337,COD,SUCCESS,3504.0,2026-01-06
P4800,8440,COD,FAILED,4043.0,2026-01-10
P4802,1254,CARD,SUCCESS,2997.0,2025-12-21
P4803,2848,COD,FAILED,3157.0,2025-12-15
P4804,8792,UPI,FAILED,725.0,2025-12-18
P4805,417,COD,FAILED,2256.0,2025-12-30
P4806,4363,COD,FAILED,3632.0,2025-12-20
P4807,9157,CARD,SUCCESS,4453.0,2026-01-01
P4808,1745,UPI,SUCCESS,2096.0,2025-12-30
P4810,9544,COD,SUCCESS,3382.0,2025-12-31
P4815,1105,UPI,FAILED,3420.0,2025-12-16
P4816,9988,UPI,SUCCESS,2996.0,2026-01-12
P4819,4825,CARD,FAILED,2775.0,2025-12-24
P4822,5217,CARD,SUCCESS,1154.0,2026-01-09
P4824,4293,COD,SUCCESS,2854.0,2026-01-13
P4827,6727,COD,FAILED,687.0,2026-01-02
P4828,7305,COD,SUCCESS,4373.0,2025-12-15
P4831,66,UPI,SUCCESS,4805.0,2025-12-26
P4832,6202,COD,SUCCESS,2601.0,2026-01-12
P4833,7246,CARD,FAILED,1521.0,2025-12-27
P4834,5844,UPI,SUCCESS,515.0,2025-12-19
P4835,8475,UPI,SUCCESS,2416.0,2026-01-13
P4836,1674,CARD,SUCCESS,1634.0,2026-01-08
P4839,9685,CARD,SUCCESS,4273.0,2025-12-27
P4841,151,UPI,FAILED,3221.0,2026-01-05
P4842,394,CARD,SUCCESS,3624.0,2025-12-29
P4843,9681,COD,FAILED,2116.0,2026-01-08
P4844,5653,CARD,FAILED,3768.0,2025-12-25
P4845,2656,COD,FAILED,4695.0,2025-12-21
P4848,4491,UPI,FAILED,2182.0,2025-12-26
P4849,9280,COD,SUCCESS,1698.0,2026-01-06
P4852,8126,COD,FAILED,1206.0,2026-01-01
P4855,4417,COD,SUCCESS,4077.0,2025-12-24
P4858,5179,CARD,FAILED,2638.0,2026-01-07
P4862,9601,UPI,FAILED,3475.0,2026-01-08
P4866,5573,CARD,FAILED,2953.0,2026-01-01
P4870,2313,COD,FAILED,3486.0,2025-12-19
P4871,871,COD,SUCCESS,3627.0,2026-01-07
P4874,9227,UPI,SUCCESS,3022.0,2025-12-19
P4875,1347,COD,FAILED,4223.0,2025-12-14
P4876,7333,CARD,FAILED,3727.0,2025-12-19
P4879,4752,UPI,SUCCESS,1122.0,2025-12-16
P4882,7589,COD,FAILED,4684.0,2026-01-08
P4884,9719,UPI,SUCCESS,2820.0,2026-01-11
P4886,4293,CARD,FAILED,2329.0,2025-12-28
P4887,4514,COD,SUCCESS,1009.0,2025-12-18
P4889,2669,COD,FAILED,3854.0,2025-12-30
P4892,9461,CARD,SUCCESS,1976.0,2025-12-27
P4893,5530,UPI,SUCCESS,1203.0,2025-12-27
P4894,511,COD,FAILED,3133.0,2026-01-09
P4896,1096,CARD,SUCCESS,1920.0,2025-12-29
P4897,7638,UPI,SUCCESS,3219.0,2025-12-16
P4899,9900,UPI,FAILED,1155.0,2025-12-25
P4902,4362,UPI,FAILED,4853.0,2025-12-16
P4903,1746,COD,FAILED,1410.0,2026-01-08
P4905,6476,UPI,FAILED,858.0,2026-01-10
P4907,1027,UPI,FAILED,3006.0,2026-01-10
P4908,2866,COD,SUCCESS,2274.0,2025-12-18
P4909,1526,UPI,SUCCESS,2818.0,2026-01-12
P4911,7715,COD,FAILED,3283.0,2026-01-05
P4913,3057,CARD,SUCCESS,3730.0,2025-12-19
P4914,7832,CARD,FAILED,941.0,2025-12-17
P4915,2683,CARD,SUCCESS,3007.0,2025-12-19
P4916,9212,CARD,SUCCESS,1364.0,2026-01-03
P4920,5953,COD,SUCCESS,1768.0,2025-12-30
P4921,5962,COD,FAILED,4279.0,2025-12-30
P4924,4366,CARD,FAILED,3920.0,2025-12-17
P4926,945,UPI,SUCCESS,538.0,2026-01-05
P4927,3177,UPI,FAILED,4177.0,2025-12-24
P4928,2493,COD,SUCCESS,4938.0,2026-01-06
P4929,821,UPI,FAILED,1721.0,2025-12-28
P4930,7015,UPI,FAILED,4136.0,2026-01-11
P4931,8289,UPI,FAILED,3818.0,2025-12-20
P4934,3875,CARD,SUCCESS,2334.0,2025-12-26
P4939,963,CARD,FAILED,2221.0,2026-01-04
P4941,8796,CARD,SUCCESS,4857.0,2025-12-18
P4942,3182,COD,FAILED,4498.0,2026-01-07
P4943,7709,UPI,SUCCESS,563.0,2026-01-03
P4945,2468,UPI,SUCCESS,4857.0,2025-12-24
P4946,9345,CARD,SUCCESS,4968.0,2025-12-24
P4949,256,UPI,SUCCESS,4966.0,2025-12-18
P4956,3662,CARD,SUCCESS,3514.0,2025-12-31
P4958,1196,UPI,SUCCESS,3329.0,2026-01-11
P4962,8589,UPI,SUCCESS,4847.0,2026-01-11
P4964,5912,CARD,SUCCESS,4552.0,2025-12-22
P4966,5238,UPI,SUCCESS,4259.0,2025-12-28
P4968,829,CARD,SUCCESS,2550.0,2026-01-08
P4969,8290,COD,FAILED,2996.0,2026-01-08
P4970,9279,UPI,FAILED,2149.0,2025-12-16
P4972,3134,UPI,FAILED,2417.0,2025-12-24
P4973,1546,COD,FAILED,1093.0,2025-12-15
P4974,1456,CARD,SUCCESS,519.0,2025-12-27
P4976,7818,UPI,SUCCESS,1585.0,2026-01-04
P4978,56,COD,SUCCESS,2614.0,2026-01-07
P4981,8149,CARD,FAILED,3449.0,2025-12-21
P4982,2152,CARD,FAILED,3093.0,2025-12-29
P4986,7405,UPI,FAILED,4117.0,2025-12-25
P4987,3360,UPI,SUCCESS,4143.0,2026-01-01
P4988,9020,UPI,FAILED,4288.0,2026-01-09
P4989,7856,COD,FAILED,1233.0,2026-01-08
P4990,6083,COD,FAILED,1614.0,2026-01-10
P4991,2374,COD,SUCCESS,4568.0,2025-12-15
P4993,2279,UPI,SUCCESS,1921.0,2025-12-24
P4994,9472,CARD,SUCCESS,1413.0,2026-01-08
P4997,9774,UPI,SUCCESS,664.0,2026-01-06
P4998,8182,CARD,SUCCESS,4799.0,2026-01-08
P5000,3841,CARD,FAILED,1022.0,2025-12-16
P5001,6862,COD,FAILED,1903.0,2026-01-07
P5004,9810,COD,FAILED,4160.0,2026-01-12
P5005,9251,UPI,FAILED,4570.0,2026-01-11
P5006,4037,UPI,FAILED,4627.0,2025-12-18
P5010,2852,COD,SUCCESS,2474.0,2026-01-09
P5013,3970,CARD,SUCCESS,3443.0,2025-12-23
P5016,8133,COD,SUCCESS,4988.0,2025-12-16
P5017,3320,CARD,FAILED,2513.0,2025-12-19
P5018,273,COD,SUCCESS,1671.0,2025-12-27
P5019,8205,UPI,SUCCESS,3479.0,2026-01-07
P5022,6946,COD,SUCCESS,621.0,2025-12-22
P5024,4953,CARD,SUCCESS,2025.0,2025-12-17
P5027,9138,COD,FAILED,1851.0,2026-01-01
P5029,3452,UPI,SUCCESS,1486.0,2025-12-14
P5031,1301,UPI,FAILED,4079.0,2026-01-02
P5033,2304,CARD,SUCCESS,845.0,2026-01-07
P5035,8068,COD,SUCCESS,4782.0,2026-01-02
P5037,567,COD,SUCCESS,3604.0,2025-12-15
P5038,4794,UPI,FAILED,1707.0,2025-12-24
P5042,3362,COD,FAILED,3867.0,2025-12-18
P5045,6702,CARD,FAILED,4765.0,2026-01-01
P5046,4817,CARD,FAILED,836.0,2026-01-01
P5051,5657,CARD,SUCCESS,836.0,2025-12-20
P5053,7042,COD,SUCCESS,3449.0,2025-12-22
P5055,6742,CARD,FAILED,511.0,2025-12-17
P5056,6174,CARD,SUCCESS,3615.0,2025-12-19
P5057,5629,UPI,SUCCESS,1159.0,2026-01-08
P5059,6835,CARD,SUCCESS,2787.0,2025-12-28
P5061,7631,CARD,FAILED,1498.0,2025-12-14
P5062,7728,UPI,SUCCESS,1633.0,2025-12-21
P5065,2267,UPI,FAILED,4501.0,2025-12-17
P5068,6185,CARD,SUCCESS,2432.0,2025-12-19
P5071,1433,CARD,SUCCESS,2244.0,2025-12-23
P5073,3668,UPI,SUCCESS,1389.0,2026-01-08
P5074,9409,CARD,SUCCESS,3678.0,2026-01-01
P5075,1139,COD,FAILED,1133.0,2026-01-06
P5077,3241,COD,SUCCESS,1160.0,2026-01-07
P5078,3588,CARD,SUCCESS,2844.0,2026-01-11
P5081,3011,UPI,FAILED,3995.0,2025-12-28
P5083,7428,COD,SUCCESS,3046.0,2025-12-19
P5084,1095,COD,SUCCESS,4380.0,2025-12-16
P5086,3980,COD,FAILED,1188.0,2025-12-19
P5090,4763,COD,FAILED,2408.0,2025-12-25
P5092,2423,COD,SUCCESS,4448.0,2026-01-10
P5094,8162,CARD,SUCCESS,4603.0,2026-01-06
P5095,128,CARD,FAILED,1658.0,2025-12-20
P5099,1861,CARD,SUCCESS,2651.0,2025-12-20
P5103,1100,UPI,FAILED,1781.0,2026-01-12
P5106,3523,COD,FAILED,4754.0,2025-12-17
P5107,6592,COD,FAILED,4882.0,2025-12-23
P5111,9446,UPI,SUCCESS,1716.0,2026-01-05
P5117,137,UPI,FAILED,1027.0,2025-12-25
P5118,6975,COD,SUCCESS,865.0,2026-01-10
P5120,2259,COD,FAILED,2328.0,2025-12-28
P5125,2615,CARD,SUCCESS,610.0,2025-12-15
P5130,7125,UPI,SUCCESS,1442.0,2025-12-18
P5133,4149,UPI,FAILED,1739.0,2025-12-21
P5136,8599,CARD,SUCCESS,2107.0,2026-01-08
P5138,4864,COD,FAILED,1390.0,2025-12-17
P5139,5803,CARD,SUCCESS,1867.0,2026-01-10
P5140,8814,COD,SUCCESS,3250.0,2026-01-10
P5142,9719,COD,SUCCESS,4832.0,2025-12-22
P5143,1919,COD,FAILED,775.0,2025-12-17
P5144,2399,COD,FAILED,3224.0,2025-12-23
P5146,198,COD,SUCCESS,2572.0,2025-12-24
P5147,7105,CARD,FAILED,2815.0,2025-12-31
P5150,1509,CARD,FAILED,4854.0,2026-01-03
P5152,987,CARD,FAILED,4928.0,2025-12-16
P5153,4491,UPI,FAILED,3779.0,2026-01-11
P5154,1162,COD,FAILED,4081.0,2025-12-17
P5156,8896,CARD,FAILED,3708.0,2026-01-04
P5157,2156,COD,FAILED,533.0,2026-01-01
P5159,1492,CARD,FAILED,1980.0,2026-01-11
P5163,7399,COD,FAILED,3313.0,2025-12-19
P5164,9616,COD,SUCCESS,874.0,2025-12-22
P5165,3873,COD,SUCCESS,2053.0,2025-12-19
P5166,6042,UPI,SUCCESS,1628.0,2026-01-09
P5171,7689,UPI,SUCCESS,566.0,2026-01-02
P5174,2632,CARD,FAILED,1720.0,2025-12-30
P5175,9050,UPI,FAILED,3847.0,2025-12-19
P5176,1679,COD,FAILED,4429.0,2026-01-12
P5182,6297,UPI,FAILED,3391.0,2026-01-03
P5187,6929,CARD,SUCCESS,1218.0,2026-01-06
P5188,4770,CARD,FAILED,4510.0,2025-12-14
P5189,5338,CARD,FAILED,4753.0,2026-01-10
P5191,298,CARD,FAILED,2313.0,2026-01-05
P5193,5503,COD,FAILED,4322.0,2025-12-17
P5194,3402,CARD,FAILED,4313.0,2025-12-26
P5196,295,CARD,SUCCESS,616.0,2025-12-27
P5197,6989,COD,FAILED,1800.0,2025-12-15
P5198,349,CARD,SUCCESS,3338.0,2025-12-30
P5204,3183,COD,SUCCESS,2689.0,2025-12-28
P5207,2949,CARD,SUCCESS,4271.0,2025-12-18
P5208,9615,CARD,FAILED,1095.0,2026-01-05
P5209,9034,UPI,SUCCESS,3916.0,2025-12-27
P5210,9788,UPI,SUCCESS,4972.0,2025-12-31
P5212,880,UPI,SUCCESS,605.0,2026-01-11
P5214,6465,COD,SUCCESS,4882.0,2026-01-13
P5215,2463,UPI,FAILED,4963.0,2025-12-16
P5220,6524,CARD,FAILED,4281.0,2026-01-01
P5221,1793,UPI,FAILED,3976.0,2026-01-12
P5222,4076,UPI,FAILED,1333.0,2026-01-11
P5223,7270,COD,SUCCESS,4932.0,2026-01-07
P5224,8342,CARD,FAILED,1287.0,2026-01-13
P5225,9008,COD,FAILED,3791.0,2025-12-30
P5227,952,UPI,FAILED,1886.0,2026-01-06
P5229,5866,CARD,FAILED,1558.0,2026-01-05
P5230,4227,COD,FAILED,963.0,2025-12-18
P5233,4514,COD,SUCCESS,4303.0,2025-12-31
P5236,7898,CARD,SUCCESS,3703.0,2026-01-03
P5237,3505,COD,FAILED,2069.0,2025-12-28
P5238,1108,UPI,SUCCESS,3366.0,2026-01-04
P5239,8611,UPI,SUCCESS,2675.0,2025-12-21
P5241,5534,CARD,SUCCESS,2646.0,2026-01-07
P5242,9659,CARD,SUCCESS,4598.0,2025-12-29
P5243,8880,COD,FAILED,4575.0,2026-01-10
P5245,9048,UPI,FAILED,3700.0,2026-01-09
P5249,4554,CARD,SUCCESS,4173.0,2026-01-08
P5251,3109,COD,SUCCESS,4800.0,2026-01-03
P5252,8649,COD,SUCCESS,4689.0,2025-12-31
P5253,2621,COD,FAILED,3396.0,2026-01-02
P5256,6515,CARD,FAILED,4809.0,2025-12-18
P5259,6864,UPI,FAILED,4580.0,2025-12-26
P5261,1899,UPI,FAILED,2540.0,2026-01-12
P5263,4642,COD,FAILED,2312.0,2025-12-18
P5267,3327,COD,FAILED,2297.0,2026-01-08
P5268,2800,CARD,FAILED,3611.0,2026-01-01
P5271,3193,COD,SUCCESS,1696.0,2026-01-04
P5275,5976,CARD,SUCCESS,2800.0,2025-12-25
P5276,603,CARD,FAILED,3177.0,2025-12-22
P5277,183,CARD,FAILED,2418.0,2026-01-02
P5278,2059,COD,SUCCESS,2443.0,2026-01-07
P5279,1050,CARD,FAILED,1563.0,2026-01-13
P5281,5834,CARD,FAILED,2641.0,2026-01-02
P5282,9558,CARD,FAILED,696.0,2026-01-11
P5283,4005,COD,FAILED,3050.0,2025-12-26
P5284,9323,UPI,FAILED,1433.0,2026-01-03
P5285,8569,COD,SUCCESS,2824.0,2025-12-24
P5291,519,CARD,SUCCESS,4915.0,2025-12-27
P5292,2968,UPI,SUCCESS,1783.0,2025-12-18
P5293,3046,UPI,SUCCESS,4362.0,2026-01-13
P5297,5609,CARD,SUCCESS,1722.0,2025-12-15
P5305,2012,COD,FAILED,1757.0,2026-01-07
P5308,2560,CARD,FAILED,756.0,2025-12-16
P5309,8919,COD,FAILED,534.0,2025-12-17
P5311,6635,UPI,SUCCESS,2803.0,2025-12-18
P5312,8988,COD,SUCCESS,2442.0,2026-01-10
P5313,5078,COD,FAILED,2665.0,2025-12-30
P5315,7129,COD,FAILED,1856.0,2025-12-19
P5316,1873,COD,FAILED,3748.0,2025-12-24
P5317,9875,COD,SUCCESS,1084.0,2026-01-01
P5318,4973,COD,SUCCESS,3232.0,2025-12-21
P5319,5035,COD,SUCCESS,3358.0,2026-01-13
P5322,9984,CARD,FAILED,4347.0,2026-01-12
P5326,5418,CARD,FAILED,1306.0,2025-12-20
P5327,7191,CARD,FAILED,4927.0,2026-01-02
P5328,1999,CARD,FAILED,2745.0,2026-01-06
P5333,1987,UPI,FAILED,4925.0,2026-01-13
P5336,5685,UPI,SUCCESS,2115.0,2026-01-12
P5337,5610,CARD,FAILED,4769.0,2025-12-17
P5338,2415,UPI,SUCCESS,4832.0,2025-12-19
P5339,9815,CARD,SUCCESS,4955.0,2025-12-16
P5345,4903,COD,FAILED,3547.0,2026-01-13
P5349,3944,COD,SUCCESS,2936.0,2025-12-16
P5352,6712,CARD,SUCCESS,1187.0,2025-12-24
P5354,1430,UPI,SUCCESS,735.0,2025-12-21
P5355,4695,UPI,FAILED,4321.0,2025-12-26
P5357,678,UPI,FAILED,4443.0,2026-01-10
P5360,63,UPI,SUCCESS,2782.0,2026-01-08
P5363,2454,CARD,SUCCESS,3722.0,2025-12-19
P5368,9276,COD,FAILED,680.0,2026-01-03
P5369,4649,COD,SUCCESS,1060.0,2026-01-06
P5372,7797,CARD,FAILED,2590.0,2025-12-22
P5373,3812,UPI,FAILED,951.0,2026-01-11
P5374,170,CARD,SUCCESS,2535.0,2025-12-16
P5375,3125,CARD,SUCCESS,1459.0,2026-01-01
P5376,7022,CARD,SUCCESS,3269.0,2026-01-11
P5379,287,CARD,FAILED,4129.0,2026-01-04
P5380,4015,COD,FAILED,3982.0,2026-01-02
P5384,5313,UPI,SUCCESS,3096.0,2026-01-03
P5386,1702,UPI,FAILED,4798.0,2025-12-28
P5388,5083,UPI,SUCCESS,4581.0,2025-12-20
P5392,4394,COD,FAILED,1342.0,2025-12-17
P5393,8839,COD,FAILED,1485.0,2025-12-18
P5394,5342,COD,SUCCESS,2142.0,2025-12-22
P5395,7864,COD,SUCCESS,2342.0,2026-01-07
P5398,2828,COD,SUCCESS,4458.0,2026-01-03
P5402,3182,CARD,SUCCESS,2254.0,2026-01-04
P5406,2480,CARD,FAILED,4901.0,2025-12-17
P5407,7334,UPI,FAILED,4457.0,2026-01-01
P5409,8088,UPI,SUCCESS,4782.0,2026-01-07
P5413,3783,COD,SUCCESS,1466.0,2026-01-12
P5414,5,COD,SUCCESS,1181.0,2026-01-04
P5417,4013,COD,FAILED,1003.0,2026-01-11
P5418,8151,UPI,SUCCESS,1692.0,2025-12-22
P5419,9478,CARD,SUCCESS,858.0,2025-12-20
P5420,2755,COD,SUCCESS,4897.0,2026-01-07
P5421,2694,COD,FAILED,3287.0,2026-01-09
P5425,7341,UPI,FAILED,3586.0,2025-12-28
P5426,7826,CARD,FAILED,3334.0,2026-01-05
P5427,1619,COD,SUCCESS,726.0,2025-12-16
P5428,7145,CARD,FAILED,3095.0,2025-12-27
P5429,2453,CARD,FAILED,3843.0,2025-12-15
P5430,8915,UPI,SUCCESS,1810.0,2026-01-02
P5432,1439,COD,SUCCESS,728.0,2026-01-05
P5433,8245,CARD,FAILED,4672.0,2025-12-26
P5438,459,UPI,FAILED,3980.0,2025-12-20
P5446,9205,COD,SUCCESS,3077.0,2025-12-26
P5447,9794,CARD,SUCCESS,3379.0,2025-12-23
P5450,8627,UPI,FAILED,4063.0,2025-12-19
P5453,6742,CARD,FAILED,2202.0,2026-01-13
P5457,3337,UPI,SUCCESS,2380.0,2026-01-11
P5458,5244,CARD,SUCCESS,762.0,2025-12-24
P5460,711,COD,FAILED,3245.0,2025-12-31
P5461,3500,UPI,SUCCESS,2614.0,2026-01-01
P5464,9780,CARD,FAILED,2255.0,2025-12-24
P5466,8095,UPI,FAILED,692.0,2026-01-02
P5467,3200,COD,SUCCESS,3244.0,2026-01-11
P5469,3664,COD,FAILED,1565.0,2025-12-29
P5471,7353,CARD,FAILED,4556.0,2026-01-05
P5472,5286,CARD,FAILED,2587.0,2025-12-27
P5473,5254,COD,FAILED,1619.0,2025-12-23
P5475,8820,UPI,SUCCESS,2851.0,2026-01-07
P5480,5664,UPI,SUCCESS,3289.0,2025-12-26
P5482,3455,COD,FAILED,3097.0,2026-01-09
P5483,1102,COD,FAILED,3304.0,2025-12-17
P5484,6679,COD,SUCCESS,2540.0,2025-12-16
P5487,5708,CARD,FAILED,2034.0,2026-01-08
P5488,5088,CARD,SUCCESS,4959.0,2025-12-27
P5490,1831,CARD,SUCCESS,3293.0,2025-12-21
P5495,2416,CARD,SUCCESS,4779.0,2025-12-19
P5496,3561,COD,FAILED,672.0,2026-01-01
P5498,4794,COD,FAILED,3025.0,2026-01-01
P5499,8192,UPI,FAILED,3225.0,2026-01-02
